id,ageism,asianhate,immigration,mask,politics,vaccine
23247,1,1,1,1,1,1
23249,1,0,0,1,1,0
23252,0,0,0,0,0,0
23255,0,0,0,0,0,0
23256,0,0,0,0,0,0
23258,0,0,0,0,0,0
23260,0,0,1,0,1,0
23262,0,0,0,0,0,0
23264,0,0,0,0,0,0
23266,0,0,1,0,1,0
23270,0,0,0,0,1,0
23273,1,1,1,1,1,1
23275,0,0,0,0,0,0
23278,1,1,1,1,1,1
23286,1,1,1,1,1,1
23287,1,1,1,1,1,1
23289,1,1,1,1,1,1
23290,1,1,1,1,1,1
23291,1,1,1,1,1,1
23292,1,1,1,1,1,1
23293,1,1,1,1,1,1
23294,0,0,0,0,0,0
23298,1,1,1,1,1,1
23299,0,0,0,0,0,0
23302,0,0,1,0,0,0
23304,0,1,0,1,0,1
23305,0,0,0,0,0,0
23308,0,0,0,0,0,0
23310,1,1,1,1,1,1
23311,0,0,0,0,0,0
23314,0,0,0,0,0,0
23315,0,0,0,0,0,0
23318,1,1,1,1,1,1
23320,0,0,0,0,0,0
23330,1,1,1,1,1,1
23331,0,0,0,0,0,0
23334,1,0,1,0,1,0
23335,1,1,1,1,1,1
23337,1,1,1,1,1,1
23338,1,1,1,1,1,1
23344,1,1,1,1,1,1
23346,0,0,0,0,0,0
23348,0,0,0,0,0,0
23350,0,0,0,0,0,0
23352,1,1,1,1,1,1
23353,0,0,0,0,0,0
23354,0,0,0,0,0,0
23355,0,0,1,0,1,0
23357,1,0,0,1,1,0
23359,0,0,0,0,1,0
23360,1,0,1,0,1,0
23361,0,0,0,0,1,0
23364,0,0,1,0,0,0
23366,0,0,0,0,0,0
23368,0,0,0,0,0,0
23370,1,1,0,1,0,1
23372,0,0,0,0,0,0
23374,1,1,1,1,1,1
23376,1,0,0,1,1,0
23377,0,0,0,0,0,0
23378,1,0,0,1,1,0
23382,1,1,1,1,1,1
23384,0,0,0,1,0,0
23388,0,0,0,0,0,0
23389,1,1,1,1,1,1
23391,0,0,0,0,0,0
23392,0,0,0,0,0,0
23394,0,0,1,0,0,0
23395,0,0,0,0,0,0
23405,0,0,0,1,0,0
23406,0,0,1,0,1,0
23407,1,1,1,1,1,1
23409,1,1,1,1,1,1
23411,0,0,0,0,0,0
23412,0,0,0,0,0,0
23419,0,0,0,0,0,0
23421,1,0,0,0,0,0
23422,1,1,1,1,1,1
23423,1,1,1,1,1,1
23424,0,0,0,0,0,0
23425,1,0,0,0,0,0
23426,0,0,0,0,0,0
23429,0,0,0,0,0,0
23436,0,0,0,0,0,0
23439,0,0,0,0,0,0
23440,1,1,1,1,1,1
23441,1,1,1,1,1,1
23443,0,0,0,0,0,0
23447,1,1,1,1,1,1
23448,0,0,0,0,0,0
23449,1,0,1,0,1,0
23451,0,0,0,0,0,0
23452,1,1,1,1,1,1
23453,0,0,1,0,0,0
23455,1,1,1,1,1,1
23456,0,0,1,0,1,0
23457,1,1,1,1,1,1
23460,0,0,0,0,0,0
23463,1,0,0,0,0,0
23464,0,0,0,0,0,0
23465,0,0,0,0,0,0
23467,1,1,1,1,1,1
23472,0,0,1,0,1,0
23474,0,1,0,0,1,1
23475,0,0,0,0,0,0
23477,1,1,1,1,1,1
23480,1,0,0,1,1,0
23481,0,0,0,0,0,0
23482,1,1,1,1,1,1
23485,1,1,1,1,1,1
23491,1,0,1,0,1,0
23493,1,1,1,1,1,1
23495,1,1,1,1,1,1
23503,1,1,1,1,1,1
23504,0,0,0,0,0,0
23505,0,0,0,0,0,0
23506,0,1,0,1,0,1
23509,0,0,0,0,0,0
23511,1,1,1,1,1,1
23515,1,0,1,0,1,0
23517,0,0,0,0,0,0
23518,1,1,1,1,1,1
23522,0,0,0,0,0,0
23525,0,0,1,0,1,0
23527,1,1,1,1,1,1
23529,0,0,0,0,0,0
23532,0,0,0,0,0,0
23538,0,0,0,0,0,0
23540,0,0,0,0,0,0
23541,1,1,1,1,1,1
23542,0,0,0,0,0,0
23543,1,0,1,0,1,0
23544,1,1,1,1,1,1
23545,1,0,0,0,0,0
23546,1,1,1,1,1,1
23550,0,0,0,0,0,0
23552,1,0,0,0,0,0
23553,0,0,0,0,0,0
23555,0,0,0,0,0,0
23558,1,1,1,1,1,1
23560,0,1,0,0,0,1
23561,1,1,1,1,1,1
23563,1,0,0,1,1,0
23567,0,0,0,0,0,0
23568,0,0,0,0,0,0
23573,0,0,0,0,0,0
23576,1,1,1,1,1,1
23579,1,1,1,1,1,1
23582,0,0,1,0,1,0
23584,1,1,1,1,1,1
23587,0,0,0,0,0,0
23588,1,1,1,1,1,1
23593,1,1,1,1,1,1
23594,0,0,0,0,0,0
23596,0,0,0,0,0,0
23597,0,0,0,0,0,0
23600,0,0,0,0,0,0
23607,0,0,0,0,0,0
23610,1,0,1,0,1,0
23612,1,1,1,1,1,1
23614,0,0,0,0,0,0
23615,0,0,0,0,0,0
23620,0,0,0,0,0,0
23621,1,1,1,1,1,1
23622,1,1,1,1,1,1
23623,0,0,0,0,0,0
23626,0,1,0,1,0,1
23629,1,0,0,1,0,1
23631,0,0,0,0,0,0
23632,0,0,1,0,1,0
23633,0,1,1,0,0,0
23638,0,0,0,0,0,0
23639,0,0,1,0,1,0
23640,0,0,0,0,0,0
23642,1,0,0,0,1,0
23646,1,0,0,0,0,0
23647,0,0,1,0,1,0
23652,1,1,1,1,1,1
23653,0,0,1,0,1,0
23655,0,0,1,0,1,0
23663,0,0,1,0,1,0
23665,0,0,1,0,0,0
23672,0,0,0,0,0,0
23674,0,0,1,0,1,0
23675,1,1,1,1,1,1
23676,0,0,0,0,0,0
23681,0,0,0,0,0,0
23684,0,1,0,1,0,1
23685,1,1,1,1,1,1
23687,1,0,0,0,0,0
23690,0,0,0,0,0,0
23691,0,0,0,0,0,0
23692,0,0,0,1,0,0
23695,0,0,1,0,1,0
23696,0,0,0,0,0,0
23698,1,0,1,0,1,0
23700,0,0,0,0,0,0
23701,1,1,1,1,1,1
23702,0,0,0,0,0,0
23705,0,0,0,0,0,0
23706,1,0,0,0,0,0
23707,0,0,0,0,0,0
23708,1,1,1,1,1,1
23713,0,0,0,0,0,0
23715,0,0,0,0,0,0
23716,1,1,1,1,1,1
23717,0,0,0,0,0,0
23721,1,1,1,1,1,1
23722,1,0,0,0,0,0
23724,0,0,0,0,0,0
23725,1,1,1,1,1,1
23726,0,0,0,0,0,0
23727,1,1,1,1,1,1
23728,0,0,0,1,0,0
23729,1,1,1,1,1,1
23732,1,1,1,1,1,1
23735,0,0,0,0,0,0
23736,1,0,0,0,0,0
23741,1,0,0,1,1,0
23743,0,0,1,0,0,0
23745,0,0,0,0,0,0
23748,0,0,0,0,0,0
23750,1,0,0,1,0,1
23751,1,1,1,1,1,1
23762,0,0,0,0,0,0
23769,1,1,1,1,1,1
23771,0,0,1,0,1,0
23773,0,0,0,0,1,0
23777,0,0,0,0,0,0
23778,0,0,1,0,0,0
23779,1,1,1,1,1,1
23780,0,0,0,0,0,0
23782,0,0,0,0,1,0
23785,0,0,0,0,0,0
23786,0,0,0,0,0,0
23788,0,0,1,0,1,0
23789,1,1,1,1,1,1
23791,1,1,1,1,1,1
23794,0,0,0,0,0,0
23796,0,0,0,0,0,0
23806,1,1,1,1,1,1
23813,0,0,0,0,0,0
23814,0,0,0,0,0,0
23815,1,1,1,1,1,1
23816,1,1,1,1,1,1
23817,1,1,1,1,1,1
23818,1,1,1,1,1,1
23820,0,0,0,0,0,0
23821,1,1,1,1,1,1
23822,1,1,1,1,1,1
23823,0,0,0,0,0,0
23826,1,1,1,1,1,1
23828,0,0,0,0,0,0
23830,1,1,1,1,1,1
23831,1,1,1,1,1,1
23832,1,1,1,1,1,1
23833,0,0,0,0,0,0
23835,0,0,0,0,0,0
23836,1,0,1,0,1,0
23837,1,1,1,1,1,1
23838,1,0,1,0,1,0
23840,0,0,0,0,0,0
23841,0,0,0,0,0,0
23845,1,1,1,1,1,1
23847,1,0,1,0,1,0
23850,0,0,0,0,0,0
23851,0,1,0,1,0,1
23853,1,1,1,1,1,1
23860,1,1,1,1,1,1
23862,0,0,0,0,0,0
23866,1,1,1,1,1,1
23867,1,1,1,1,1,1
23876,1,1,1,1,1,1
23879,0,0,0,0,0,0
23881,0,0,0,0,1,0
23883,0,0,0,0,0,0
23884,0,0,0,0,0,0
23885,1,1,1,1,1,1
23886,1,1,1,1,1,1
23887,1,0,1,0,1,0
23888,0,0,0,0,0,0
23889,1,1,1,1,1,1
23892,1,0,0,0,0,0
23895,1,1,1,1,1,1
23896,0,1,0,1,0,1
23897,0,0,0,0,0,0
23898,1,0,0,0,0,0
23899,1,1,1,1,1,1
23901,0,0,0,0,0,0
23902,1,0,0,0,0,0
23903,0,0,1,0,1,0
23904,0,0,0,0,0,0
23905,1,1,1,1,1,1
23908,1,1,1,1,1,1
23909,0,0,1,0,1,0
23913,0,0,0,0,0,0
23914,0,0,0,0,0,0
23915,0,0,1,0,1,0
23920,1,1,1,1,1,1
23921,1,1,1,1,1,1
23923,1,1,1,1,1,1
23924,0,0,0,0,0,0
23925,0,0,0,0,0,0
23928,1,1,1,1,1,1
23929,0,0,0,0,0,0
23931,0,0,0,0,0,0
23934,1,1,1,1,1,1
23935,1,1,1,1,1,1
23936,1,1,1,1,1,1
23937,1,0,1,0,1,0
23939,1,1,1,1,1,1
23940,0,0,0,0,0,0
23941,0,0,0,0,0,0
23942,1,1,1,1,1,1
23950,0,0,0,0,0,0
23952,1,1,1,1,1,1
23955,1,1,1,1,1,1
23956,1,0,0,0,0,1
23957,0,0,0,0,0,0
23959,0,0,0,0,0,0
23960,0,0,1,0,1,0
23961,0,0,0,0,0,0
23963,0,0,1,0,0,0
23965,0,0,0,0,0,0
23967,1,1,1,1,1,1
23968,0,0,0,0,0,0
23969,0,0,1,0,1,0
23972,0,0,0,0,0,0
23976,1,1,1,1,1,1
23977,1,1,1,1,1,1
23979,1,1,1,1,1,1
23980,1,1,1,1,1,1
23985,1,1,1,1,1,1
23986,1,0,0,1,1,0
23990,0,0,0,0,0,0
23994,1,1,1,1,1,1
23998,0,0,0,0,0,0
23999,0,0,0,1,0,0
24000,0,0,0,0,0,0
24007,1,1,1,1,1,1
24009,0,0,0,0,0,0
24012,0,0,0,0,0,0
24015,1,1,1,1,1,1
24022,0,0,0,0,0,0
24023,1,1,1,1,1,1
24024,1,1,1,1,1,1
24026,1,1,1,1,1,1
24030,0,0,0,0,0,0
24034,1,1,1,1,1,1
24038,0,0,0,0,0,0
24041,0,0,0,0,0,0
24042,1,1,1,1,1,1
24043,1,0,0,0,0,0
24044,1,1,1,1,1,1
24046,1,1,1,1,1,1
24048,1,0,0,1,1,0
24052,1,1,1,1,1,1
24053,1,1,1,1,1,1
24058,1,0,1,0,1,0
24059,1,1,1,1,1,1
24060,0,0,0,0,0,0
24062,0,0,0,0,0,0
24064,0,0,1,0,1,0
24069,0,0,0,0,0,0
24070,0,0,0,0,0,0
24071,0,0,0,1,0,0
24073,0,0,0,0,0,0
24077,1,1,1,1,1,1
24079,1,1,1,1,1,1
24080,0,0,0,0,0,0
24083,0,0,0,1,0,0
24089,0,0,0,0,0,0
24091,0,0,0,0,0,0
24097,0,0,1,0,1,0
24098,0,0,0,0,0,0
24099,0,0,1,0,1,0
24102,0,0,0,0,0,0
24103,1,1,1,1,1,1
24105,1,1,1,1,1,1
24106,1,0,1,0,1,0
24108,0,0,0,0,1,0
24110,0,0,1,0,1,0
24112,0,0,1,0,1,0
24113,0,0,0,0,0,0
24115,0,0,1,0,1,0
24117,0,1,0,1,0,1
24120,1,1,1,1,1,1
24122,0,0,0,0,0,0
24123,0,1,0,1,0,1
24128,0,0,0,0,0,0
24129,1,1,1,1,1,1
24133,0,0,0,0,0,0
24134,1,1,1,1,1,1
24137,0,0,0,0,0,0
24140,0,0,0,0,0,0
24148,0,0,1,0,1,0
24151,0,0,0,0,0,0
24152,1,0,1,1,1,0
24154,0,0,0,0,1,0
24155,1,1,1,1,1,1
24158,0,0,0,0,0,0
24159,0,0,0,0,0,0
24168,1,0,0,0,1,0
24170,0,0,0,0,1,0
24176,1,0,0,1,1,0
24178,1,1,1,1,1,1
24181,0,0,0,0,0,0
24183,1,1,1,1,1,1
24185,1,1,1,1,1,1
24187,0,0,0,0,0,0
24188,0,0,0,0,1,0
24189,0,1,0,0,0,1
24200,1,1,1,1,1,1
24203,0,0,0,0,0,0
24208,0,0,0,0,0,0
24216,0,0,1,0,0,0
24220,1,1,1,1,1,1
24224,1,1,1,1,1,1
24225,1,1,1,1,1,1
24226,1,1,1,1,1,1
24229,1,1,1,1,1,1
24230,1,1,1,1,1,1
24233,0,0,1,0,0,0
24236,1,0,0,0,1,0
24240,0,0,1,0,1,0
24244,0,0,0,0,0,0
24246,1,0,1,0,1,0
24260,1,1,1,1,1,1
24264,1,1,1,1,1,1
24266,0,0,0,0,0,0
24268,1,1,1,1,1,1
24274,0,0,0,0,0,0
24275,0,0,0,0,0,0
24277,1,0,1,0,1,0
24279,1,1,1,1,1,1
24280,0,0,0,0,0,0
24283,1,1,1,1,1,1
24288,0,0,0,0,0,0
24291,0,0,0,0,0,0
24295,0,0,0,0,0,0
24297,1,1,1,1,1,1
24300,1,1,1,1,1,1
24301,1,0,0,0,1,0
24309,1,1,1,1,1,1
24313,0,0,0,0,0,0
24314,1,1,1,1,1,1
24321,0,0,1,0,1,0
24325,1,0,0,0,0,0
24326,0,0,0,0,0,0
24327,0,0,0,0,0,0
24329,1,0,1,0,1,0
24330,0,0,0,0,0,0
24335,0,0,0,0,1,0
24337,1,0,1,0,1,0
24338,1,1,1,1,1,1
24343,0,0,0,0,0,0
24345,0,0,0,0,0,0
24347,0,0,0,0,0,0
24354,0,0,0,0,0,0
24355,0,0,1,0,1,0
24356,1,1,1,1,1,1
24359,1,1,1,1,1,1
24360,1,1,1,1,1,0
24364,0,0,0,0,0,0
24369,0,0,0,0,0,0
24372,0,0,0,0,0,0
24375,0,0,0,0,0,0
24377,0,0,0,0,0,0
24379,1,1,1,1,1,1
24380,1,1,1,1,1,1
24381,0,0,1,0,1,0
24382,1,1,1,1,1,1
24384,0,0,0,0,0,0
24390,1,1,1,1,1,1
24397,0,0,0,0,0,0
24398,1,0,1,0,1,0
24402,1,0,0,0,0,0
24405,1,1,1,1,1,1
24406,0,1,1,1,1,1
24407,0,0,0,0,0,0
24408,0,0,0,0,0,0
24411,0,0,1,0,1,0
24418,1,1,1,1,1,1
24421,1,1,1,1,1,1
24422,1,1,1,1,1,1
24423,0,0,0,0,0,0
24425,1,0,1,1,1,0
24426,0,0,0,0,0,0
24427,1,1,1,1,1,1
24428,0,0,0,0,1,0
24434,0,0,1,0,1,0
24439,0,0,0,0,0,0
24440,0,0,0,0,0,0
24443,0,0,1,0,1,0
24449,1,1,1,1,1,1
24453,1,1,1,1,1,1
24454,0,0,1,0,1,0
24455,1,1,1,1,1,1
24457,1,1,1,1,1,1
24458,0,0,0,0,0,0
24463,0,0,0,0,0,0
24464,0,0,0,0,0,0
24468,1,1,1,1,1,1
24472,1,1,1,1,1,1
24474,1,0,1,0,1,0
24476,0,0,0,0,0,0
24477,1,1,1,1,1,1
24488,0,0,0,0,0,0
24489,0,0,0,0,0,0
24490,0,0,0,0,0,0
24493,0,0,0,0,0,0
24499,1,1,1,1,1,1
24510,1,1,1,1,1,1
24512,1,0,1,0,1,0
24514,1,1,1,1,1,1
24516,0,0,1,0,1,0
24521,0,0,0,1,1,0
24522,0,0,0,0,0,0
24525,1,1,1,1,1,1
24528,0,0,1,0,1,0
24529,0,0,0,0,1,0
24532,0,1,1,0,0,0
24538,0,0,0,0,1,0
24540,0,0,0,0,0,0
24542,0,0,0,0,0,0
24552,0,0,0,0,0,0
24553,1,1,1,1,1,1
24557,0,0,0,0,0,0
24559,1,1,1,1,1,1
24562,0,0,1,0,1,0
24564,1,1,1,1,1,1
24566,1,1,1,1,1,1
24570,1,0,1,1,1,0
24571,1,1,1,1,1,1
24572,0,0,0,0,0,0
24573,0,0,0,0,0,0
24577,0,0,0,0,0,0
24579,0,0,0,0,0,0
24580,1,1,1,1,1,1
24582,0,0,1,0,1,0
24584,0,0,0,0,0,0
24585,0,1,1,0,0,0
24586,0,0,0,0,0,0
24593,0,0,1,0,1,0
24595,1,0,1,0,1,0
24599,1,1,1,1,1,1
24600,0,0,0,0,0,0
24611,1,0,1,0,1,0
24612,1,1,1,1,1,1
24613,0,0,0,0,0,0
24614,0,0,1,0,1,0
24618,0,0,1,0,1,0
24619,0,1,0,0,1,1
24620,0,0,0,0,0,0
24623,0,0,1,0,1,0
24626,1,1,1,1,1,1
24627,0,0,0,0,0,0
24628,1,1,1,1,1,1
24631,1,1,1,1,1,1
24634,1,1,1,1,1,1
24639,0,0,1,0,1,0
24640,0,0,0,0,0,0
24641,1,0,1,0,1,0
24650,0,0,0,0,1,0
24651,0,0,0,0,0,0
24652,0,0,1,0,1,0
24655,1,1,1,1,1,1
24656,1,0,1,0,1,0
24660,0,0,0,0,0,0
24670,1,0,1,0,1,0
24674,0,0,1,0,1,0
24676,0,0,0,0,0,0
24683,1,1,1,1,1,1
24684,0,0,1,0,1,0
24686,1,1,1,1,1,1
24687,0,0,1,0,1,0
24694,0,1,1,0,1,0
24695,0,0,1,0,0,0
24699,0,0,1,0,1,0
24701,0,0,1,0,1,0
24707,0,0,0,0,0,0
24715,0,0,0,0,0,0
24716,1,1,1,1,1,1
24717,0,1,0,1,0,1
24720,1,1,1,1,1,1
24721,1,1,1,1,1,1
24726,1,1,1,1,1,1
24730,1,1,1,1,1,1
24732,1,1,1,1,1,1
24734,0,0,0,0,0,0
24740,1,1,1,1,1,1
24743,1,1,1,1,1,1
24746,0,0,1,0,0,0
24748,0,0,1,0,1,0
24760,0,0,0,0,0,0
24761,1,1,1,1,1,1
24768,0,0,0,0,0,0
24769,0,0,1,0,1,0
24772,0,0,0,0,0,0
24775,1,1,1,1,1,1
24778,0,0,0,0,0,0
24782,0,0,0,0,1,0
24784,1,1,1,1,1,1
24793,0,0,0,0,0,0
24795,1,1,1,1,1,1
24801,0,0,0,0,0,0
24802,0,0,0,0,0,0
24806,1,1,1,1,1,1
24813,0,0,0,0,0,0
24818,0,0,0,0,0,0
24826,1,0,0,0,0,0
24831,0,0,1,0,1,0
24836,0,0,0,0,0,0
24837,0,0,0,0,0,0
24838,0,0,0,0,0,0
24842,0,0,0,0,0,0
24843,1,1,1,1,1,1
24844,0,0,1,0,1,0
24846,1,0,1,1,1,0
24847,1,1,1,1,1,1
24850,1,1,1,1,1,1
24851,0,0,0,0,1,0
24853,0,0,0,0,0,0
24857,1,1,1,1,1,1
24862,1,1,1,1,1,1
24865,1,1,1,1,1,1
24866,1,0,0,1,1,0
24867,0,0,0,0,0,0
24871,0,0,1,0,1,0
24873,1,1,1,1,1,1
24879,1,1,1,1,1,1
24882,1,1,1,1,1,1
24886,0,0,0,0,0,0
24891,0,0,1,0,1,0
24903,1,1,1,1,1,1
24904,1,1,1,1,1,1
24905,0,0,0,0,0,0
24906,0,0,0,0,0,0
24912,0,0,1,0,1,0
24914,1,1,1,1,1,1
24916,0,0,0,0,0,0
24918,1,1,1,1,1,1
24922,0,0,0,0,0,0
24927,0,0,0,0,0,0
24928,0,0,0,0,1,0
24938,0,0,0,0,0,0
24939,0,0,0,0,0,0
24943,1,1,1,1,1,1
24945,0,0,0,0,0,0
24952,0,0,0,0,0,0
24953,0,1,1,0,0,0
24955,1,1,1,1,1,1
24964,0,1,0,1,0,1
24968,0,0,1,0,1,0
24970,0,0,0,0,0,0
24977,0,0,0,0,0,0
24984,1,0,0,1,1,0
24986,0,0,1,0,1,0
24988,1,0,1,0,1,0
24992,1,1,1,1,1,1
24994,1,1,1,1,1,1
24996,1,1,1,1,1,1
24997,0,0,0,0,0,0
24998,0,0,1,0,1,0
25000,1,1,1,1,1,1
25005,0,0,0,0,0,0
25006,0,0,1,0,1,0
25014,0,0,0,0,0,0
25016,0,0,0,0,0,0
25018,0,0,0,1,0,0
25020,0,0,0,0,0,0
25025,0,0,1,0,1,0
25029,0,0,0,0,0,0
25031,0,0,1,0,1,0
25032,1,1,1,1,1,1
25034,0,0,0,0,1,0
25035,1,1,1,1,1,1
25043,0,0,1,0,1,0
25044,0,0,0,0,0,0
25048,0,0,0,1,0,0
25050,0,0,0,0,0,0
25052,1,1,1,1,1,1
25053,0,0,1,0,1,0
25054,1,1,1,1,1,1
25055,0,0,1,0,1,0
25061,0,0,1,0,1,0
25066,0,0,0,0,0,0
25071,0,0,0,0,0,0
25079,0,0,0,0,0,0
25081,1,0,0,0,0,0
25086,1,1,1,1,1,1
25087,0,0,1,0,1,0
25093,0,0,0,0,0,0
25094,0,0,1,0,1,0
25095,1,1,1,1,1,1
25099,1,1,1,1,1,1
25100,1,1,1,1,1,1
25102,0,0,0,0,0,0
25103,0,0,0,0,0,0
25104,1,1,1,1,1,1
25114,0,0,0,0,0,0
25120,0,0,1,0,1,0
25122,0,0,0,0,0,0
25124,0,0,0,0,0,0
25125,1,1,1,1,1,1
25126,0,0,0,0,0,0
25127,1,0,0,0,0,0
25129,0,0,0,0,0,0
25130,0,0,0,0,0,0
25136,1,0,0,0,0,0
25140,1,1,1,1,1,1
25141,0,0,1,0,1,0
25145,1,1,1,1,1,1
25147,1,0,0,0,0,0
25160,1,1,1,1,1,1
25161,0,0,0,0,0,0
25162,1,1,1,1,1,1
25163,0,0,0,0,0,0
25165,0,0,0,0,0,0
25167,0,0,0,0,0,0
25174,1,0,0,0,0,0
25176,1,1,1,1,1,1
25178,0,0,1,0,1,0
25179,0,0,1,0,1,0
25184,1,1,1,1,1,1
25185,0,0,0,1,1,0
25192,0,0,0,0,0,0
25193,1,1,1,1,1,1
25195,1,1,1,1,1,1
25196,1,1,1,1,1,1
25198,0,0,0,0,0,0
25200,1,1,1,1,1,1
25201,0,0,0,0,0,0
25202,0,0,0,0,0,0
25203,0,0,0,0,0,0
25204,1,1,1,1,1,1
25215,1,1,1,1,1,1
25219,0,0,0,0,0,0
25220,1,1,1,1,1,1
25221,1,1,1,1,1,1
25222,1,1,1,1,1,1
25223,1,1,1,1,1,1
25224,1,0,1,0,1,0
25226,0,0,0,0,0,0
25228,0,0,0,0,0,0
25232,0,0,0,0,0,0
25233,0,0,0,0,0,0
25236,0,0,0,0,0,0
25240,1,1,1,1,1,1
25244,0,0,1,0,0,0
25245,1,1,1,1,1,1
25248,1,1,1,1,1,1
25251,1,1,1,1,1,1
25253,0,0,1,0,1,0
25254,1,1,1,1,1,1
25257,1,1,1,1,1,1
25266,1,1,1,1,1,1
25275,0,0,0,0,0,0
25288,0,0,0,0,0,0
25289,1,1,1,1,1,1
25299,1,1,1,1,1,1
25300,1,0,1,1,1,0
25301,1,1,1,1,1,1
25305,1,1,1,1,1,1
25310,0,1,0,0,0,1
25311,0,0,0,0,0,0
25313,0,0,1,0,1,0
25317,1,1,1,1,1,1
25318,1,1,1,1,1,1
25325,0,0,0,0,0,0
25330,1,1,1,1,1,1
25332,1,1,1,1,1,1
25334,1,1,1,1,1,1
25341,1,1,1,1,1,1
25344,1,1,1,1,1,1
25351,1,1,1,1,1,1
25355,0,0,0,0,0,0
25359,0,0,0,0,0,0
25360,0,0,0,0,0,0
25361,0,0,0,0,0,0
25362,1,1,1,1,1,1
25364,0,0,1,0,1,0
25369,1,0,1,0,1,0
25370,0,0,0,0,0,0
25373,0,0,0,0,0,0
25374,0,0,0,0,0,0
25378,0,0,0,0,0,0
25380,0,0,0,0,0,0
25381,0,0,0,0,0,0
25383,1,1,1,1,1,1
25384,1,1,1,1,1,1
25388,0,0,0,0,0,0
25391,0,0,1,0,0,0
25393,0,0,0,0,0,0
25401,1,1,1,1,1,1
25404,0,0,0,0,0,0
25410,0,0,0,0,0,0
25411,1,1,1,1,1,1
25415,0,0,0,0,0,0
25417,1,0,0,0,0,0
25418,1,0,1,0,1,0
25420,0,0,0,0,0,0
25421,0,0,0,0,0,0
25423,0,0,0,0,0,0
25434,0,0,0,0,0,0
25438,1,0,0,1,1,0
25445,0,0,0,1,0,0
25448,0,0,0,0,0,0
25449,1,1,1,1,1,1
25463,1,1,1,1,1,1
25471,0,0,0,0,0,1
25480,0,0,0,0,0,0
25496,1,0,1,0,1,0
25502,0,0,0,0,0,0
25506,0,0,0,0,0,0
25521,1,1,1,1,1,1
25526,1,1,1,1,1,1
25529,0,0,0,0,0,0
25532,1,1,1,1,1,1
25534,0,0,0,0,1,0
25537,1,1,1,1,1,1
25540,0,0,0,0,1,0
25543,0,0,0,0,1,0
25548,0,0,0,0,0,0
25553,0,0,1,0,1,0
25554,0,0,1,0,1,0
25558,1,0,1,0,1,0
25559,0,0,0,0,0,0
25560,1,1,1,1,1,1
25566,0,0,0,0,0,0
25574,0,0,0,0,0,0
25580,0,0,0,0,0,0
25583,1,1,1,1,1,1
25588,0,0,0,0,0,0
25589,0,0,0,0,0,0
25593,0,0,1,0,1,0
25599,0,0,0,0,0,0
25604,0,0,0,0,1,0
25607,0,0,0,0,0,0
25613,0,0,1,0,0,0
25615,0,0,1,0,1,0
25620,1,1,1,1,1,1
25621,0,0,0,0,0,0
25623,0,0,0,0,0,0
25625,0,0,0,0,0,0
25626,0,0,1,0,1,0
25633,0,0,0,0,0,0
25634,1,1,1,1,1,1
25636,0,0,0,0,1,0
25637,0,0,0,0,0,0
25638,0,0,1,0,1,0
25639,0,0,0,0,0,0
25642,1,1,1,1,1,1
25645,1,1,1,1,1,1
25648,1,1,1,1,1,1
25649,1,1,1,1,1,1
25652,1,0,0,0,0,0
25657,1,1,1,1,1,1
25661,0,0,0,0,0,0
25667,0,0,0,0,1,0
25668,1,0,1,0,1,0
25672,1,1,1,1,1,1
25678,0,0,0,0,0,0
25679,0,0,1,0,1,0
25681,0,0,0,0,0,0
25682,1,1,1,1,1,1
25684,0,0,0,0,0,0
25685,0,0,0,0,0,0
25686,0,0,0,0,0,0
25687,1,1,1,1,1,1
25689,1,1,1,1,1,1
25690,0,0,0,0,0,0
25692,1,1,1,1,1,1
25693,0,0,0,0,0,0
25694,0,0,0,0,0,0
25698,1,0,1,0,1,0
25703,1,1,1,1,1,1
25704,0,0,0,0,0,0
25705,1,1,1,1,1,1
25707,1,0,1,0,1,0
25716,0,0,0,0,0,0
25717,0,0,0,0,0,0
25718,0,0,0,0,0,0
25722,0,0,1,0,1,0
25723,0,0,0,0,0,0
25724,0,0,0,0,0,0
25725,0,0,0,0,0,0
25726,1,1,1,1,1,1
25729,1,1,1,1,1,1
25733,0,0,0,0,0,0
25735,0,0,0,0,0,0
25736,0,0,0,0,0,0
25737,1,1,1,1,1,1
25738,1,1,1,1,1,1
25740,0,0,0,0,1,0
25741,0,0,0,0,0,0
25744,1,1,1,1,1,1
25745,0,0,0,0,0,0
25747,1,1,1,1,1,1
25750,1,1,1,1,1,1
25754,0,0,0,0,0,0
25756,1,1,1,1,1,1
25757,1,1,1,1,1,1
25759,0,0,0,0,0,0
25760,0,0,0,0,0,0
25762,1,1,1,1,1,1
25766,1,0,1,0,1,0
25767,0,0,0,0,0,0
25769,0,0,0,0,0,0
25771,1,1,1,1,1,1
25772,1,1,1,1,1,1
25773,1,0,0,0,1,0
25775,1,0,1,0,1,0
25776,0,0,1,1,1,0
25777,0,0,0,0,0,0
25778,0,0,0,0,0,0
25781,1,1,1,1,1,1
25787,1,1,1,1,1,1
25788,1,1,1,1,1,1
25790,1,1,1,1,1,1
25793,0,0,0,0,0,0
25796,1,1,1,1,1,1
25797,0,0,0,0,0,0
25801,0,0,0,0,1,0
25802,1,1,1,1,1,1
25807,0,0,0,0,0,0
25810,0,0,0,0,0,0
25811,1,0,0,0,0,0
25812,0,1,0,0,0,1
25814,1,1,1,1,1,1
25816,0,0,0,0,0,0
