topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR
Boomer,trumpliesamericansdie,1290766105821294592,./data_Boomer/trumpliesamericansdie/tweets1/Eem47FNXoAMyWiK.jpg,,"@CBSNews WE HAVE TO PROTECT YO SEM ITES
#lockdownNov3
#alternativefacts #biden2020 #TrumpVirus #TrumpThreatensAmerica #fakenews #TrumpLiesAmericansDie #TrumpMeltdown #TrumpIsNotWell #TrumpIsARacist #TrumpPressConference
#Trump #TrumpIsALaughingStock #StableGenius #TrumpIsACompleteFailure https://t.co/8HiO7oQO3n",,
AsianHate,chinesevirus,1294038356267905024,./data_AsianHate/chinesevirus/tweets2/EfVZBgeUMAAxcHp.jpg,,#Fauci REALLY thinks everyone cares wtf he thinks! Damn! The nerve of this guy! #FauciFraud #CoronaVirus #ChinaVirus #WuhanCoronavirus #ChineseVirus #FauciLiedPeopleDied https://t.co/d5hAmg7fKL,,pean St PANDEMIC TOTAL Sin See is HOP BREAKING NEWS LIVE Pa eRe STORM JUST TWO MO eS ae STEVEN aa ey
Boomer,karen,1293913109128548353,./data_Boomer/karen/tweets2/EfTnHEzUwAE739p.jpg,,"Many Karens living in neighborhoods kick #@! ! Like Karen Strode (played by @missjudygreer). Why can't we have a streaming release this year :( #halloweenkills #karenstrode #blumhouse #michealmyers #karen #halloween #waitingfor #halloweenmovie 
Cc: @blumhouse @halloweenmovie https://t.co/1jypFiNjmY",,YEAH
Political,Trump2020,1298008395832856576,./data_Political/Trump2020/tweets4/EgNzwUhXYAIyjb_.jpg,,"The @GOPconvention is going to be exciting. Tune in tonight!
#RNCConvention2020 #Trump2020 https://t.co/LVS5rSz8uu",,poe Speaking tonight at the Convention FORMER AMBASSADOR TO THE UN FORMER GOVERNOR OF SOUTH
Boomer,trumpliesamericansdie,1295777884498354178,./data_Boomer/trumpliesamericansdie/tweets3/EfuHHnzUwAAXt8r.jpg,,"@marcorubio You Mr. Rubio are propping up a monster!

170,000 Americans have died and counting, 51 million unemployed, Americans being accosted due to the color of their skin.

SHAME ON YOU MARCO!
#TrumpLiesAmericansDie https://t.co/a8Fm1ulkOs",,er ara Ca oe aA
Political,maga,1297203974400094213,./data_Political/maga/tweets4/EgCYDcaXsAEDE1s.jpg,,Fuck your feelings #Trumpboatparade #MAGA https://t.co/ZVOMEOshKm,,aa wa
Immigration,cdnpoli,1295706715694837761,./data_Immigration/cdnpoli/tweets3/EftGKj_UcAAvtqY.png,./annotation_data/Immigration/EftGKj_UcAAvtqY.png,"""MORNEAU WAS RESIGNED"" would have had the added virtue of being true #cdnpoli #cdnmedia https://t.co/nxz2Hjav3y",,POST state coco yee os Par re ay ne
Vaccine,covidvaccine,1295265873985380352,./data_Vaccine/covidvaccine/tweets3/Efm1clxUwAAGlqo.jpg,./annotation_data/Vaccine/Efm1clxUwAAGlqo.jpg,Is Trump serious with his new Oprah-Book-Club-pick for COVID-19  cures? First hydroxychloroquine and now Oleander? #oleandrin #CovidVaccine  #poison #russianvaccine https://t.co/i113E0C7Yu,,
Immigration,cdnpoli,1290855833920659456,./data_Immigration/cdnpoli/tweets1/EeoKiVoU0AAdxVv.jpg,./annotation_data/Immigration/EeoKiVoU0AAdxVv.jpg,Online &amp; Distributed Learning https://t.co/VJGOTqwRXG Gov't of BC.  Do what you have to do to keep your kiddies safe - avoid regrets. #cdnpoli #bcpoli #abpoli #onpoli https://t.co/ojUTzEOzBR,,de
Mask,facemasks,1299017666208899074,./data_Mask/facemasks/tweets4/EgcJrgwXkAE7AGM.jpg,,Thanks to Darren at Garage Doors South West hope the Gilets and Masks keep the guys warm and safe #facemasks #gilets #workwear https://t.co/7vGkgqmoPw,,
Mask,WearAMask,1295774993016664064,./data_Mask/WearAMask/tweets3/EfuEfT7XoAsloUC.jpg,,We all have a role to play in preventing the spread of COVID-19. #WearAMask that covers your nose and mouth to help protect others and slow the spread. https://t.co/36bczC3i2K,,Stay safe me Protect yourself and around you Re Wear mask to reduce the risk of transmission oe ae Carrier Healthy Person is UT by save Bier
Immigration,cdnpoli,1299572396311982081,./data_Immigration/cdnpoli/tweets5/EgkB_MiVkAApAN1.jpg,./annotation_data/Immigration/EgkB_MiVkAApAN1.jpg,"@cathmckenna Trudeau's #ClimateChange agenda is the US DEM's #GreenNewDeal for Canada.

 It's a one-way trip to totalitarianism &amp; tyranny.

#cdnpoli #Socialism https://t.co/IjvAOpBQ4S",,for Limited we anna in AY ONE WAY ONLY TYRANNY Lo Pa AGENDA PAREN IN
Mask,masks,1292071025774080001,./data_Mask/masks/tweets2/Ee5a27eWoAEIRHS.jpg,,"#Masks help prevent people who have COVID-19 from spreading the virus to others.
Masks reduce its spread when widely used in public settings &amp; around people who don’t live in your household, when other social distancing measures are difficult to maintain.

https://t.co/W7fFndWl34 https://t.co/6tb4VD0pKN",,ran ea ae an be MASK PROTECT
Immigration,cdnpoli,1289603112169115655,./data_Immigration/cdnpoli/tweets1/EeWXMfWXYAAwjmd.png,./annotation_data/Immigration/EeWXMfWXYAAwjmd.png,"Watch now - PRESSURE TACTICS | How Big Tobacco Soured #Vaping at C-Store | RegWatch (Live) *Guest: Dave Bryans, CEO of the Ontario Convenience Stores Association @OCSAtweets @HealthCanada #cdnpoli #cdnhealth #bcpoli #vapefam

https://t.co/yaRe9Putwy https://t.co/O9YHQEreAm",,PRESSURE TACTICS sot How Big Tobacco Soured at aE SOLD HERE ay bE as Convenience Association Guest
Immigration,cdnpoli,1291018704659066881,./data_Immigration/cdnpoli/tweets1/EeqeqvUX0AoJN5S.jpg,./annotation_data/Immigration/EeqeqvUX0AoJN5S.jpg,"Canada signs deals with Pfizer, Moderna to get doses of #COVID19 vaccines
https://t.co/y779iDFWO6
#cdnpoli #vaccines #nationalnews #HealthCanada https://t.co/OggNvd6Rod",,
AsianHate,ChinaVirus,1290138407918800896,./data_AsianHate/ChinaVirus/tweets1/Eed-Cy7XoAEkVd8.jpg,,"@pinkshagcarpet @dbongino If arresting someone for arson is ‘nothing’ , not sure what one would arrest these terrorists for. 

Kids are dying in inner cities due to crimes. Much more that due to the disease we want to protect them from. 

Kids also have very minimal, if any, effect from this #ChinaVirus https://t.co/GRVEa0fBvm",,Picture of more peaceful trying to blind the in WY we Ne Wi ra at
Boomer,trumpliesamericansdie,1291142038491103233,./data_Boomer/trumpliesamericansdie/tweets1/EesO1tTWsAMlG3m.jpg,,"@WhiteHouse Ingram has blood on her hands too! 158,000 dead Americans.
#TrumpHasNoPlan #TrumpLiesAmericansDie https://t.co/LkIHhi7S76",,eS eS fie ad or id UNNECESSARY al ad
Mask,maskup,1291180690726248448,./data_Mask/maskup/tweets1/Eesx_GZVAAAo-pt.jpg,,"whatev’s, let’s try it agn:

#giveBlood, but be sure to #maskUp 😷 n take other necessary precautions when ya do!

(you’d think that i don’t ever wear ant other c’est, ha~ 😆)
🌀 AGDQ #metroid enamel-Pin (L pic, lapel) by @spacecoyotl! https://t.co/yFKhwGPVJD",,ae oe on id
Boomer,trumpliesamericansdie,1299688379538378753,./data_Boomer/trumpliesamericansdie/tweets5/EglrsSEWoAI8cQE.jpg,,"@realDonaldTrump worst ever ratings for a presidential acceptance speech. Much lower ratings the the superior and more manly @joebiden
#TrumpLiesAmericansDie wondering how many Americans died while he prepared the lie fest? Bad baby president https://t.co/v7ffCm8gOw",,tea Question for who support Trump When did you lose our DIGNITY and SELF we RESPECT as woman as
Political,Trump2020,1291180069071790086,./data_Political/Trump2020/tweets1/Eesxas-XsAEU6IT.jpg,,"I'm still saying that something isn't right. Biden for one. Why? Just doesn't make sense. You guys feel the same, right? I mean, what is up?  #Trump2020 https://t.co/8f0Ap76UCl",,
Vaccine,CoronavirusVaccine,1293181114459152384,./data_Vaccine/CoronavirusVaccine/tweets2/EfJNXfrVoAoeSkp.jpg,./annotation_data/Vaccine/EfJNXfrVoAoeSkp.jpg,"@KremlinRussia @KremlinRussia_E :""After 2 months essays, we are the first country with the #COVID19 #CoronavirusPandemic #CoronavirusVaccine #Corona #COVID__19 My daughter was injected with it.
#Moscow
#rusia
#usa
#us
#Siberia
#WhiteHouse
#CoronaVirusUpdates
#confinement
#US
#EU https://t.co/Y3Ubni7W85",,wad oe Tweet your reply
Mask,WearAMask,1290906612874579971,./data_Mask/WearAMask/tweets1/Eeo4t5FXkAAXoYs.jpg,,"@Spocaccino You’d be surprised how often than not this happens. Like talking to a brick wall.

#WearAMask https://t.co/h2pGFkXRSm",,
Political,Trump2020,1296493811036753921,./data_Political/Trump2020/tweets3/Ef4SP3CXYAArd_h.jpg,,"What a joke the #DemConvention bunch of lies, please do some research! #Trump2020 #VoteRedToSaveAmerica #SilentNoMore https://t.co/GeK6vzk0I4",,as re oe EVEN KNOW
AsianHate,ChinaVirus,1296261100661608448,./data_AsianHate/ChinaVirus/tweets3/Ef0-l_qXgAAvnXf.jpg,,"@RitaMcQuaide @nascarred14 @AndrewLoveUS @realDonaldTrump Trump Strong  America Strong and China MeltDown.
#Trump2020 
#ChinaVirus 
#ChinaLiedPeopleDied https://t.co/K2GuJBtI3L",,Moy FORWARD its ae aa Ie
AsianHate,CCPVirus,1294932100022284289,./data_AsianHate/CCPVirus/tweets3/EfiF4HlU8AEcC6T.jpg,,@globaltimesnews That was before China exported #CCPVirus! Now #CCPChina is 🥵🤕🥴😵😡🙀 https://t.co/GVPuE5XlcV,,screaming at the ground ak Se
Political,Trump2020,1293926914097385473,./data_Political/Trump2020/tweets2/EfTzqxQXsAEPvQP.jpg,,"@galaxiou @BeanK511 @tinkkmgotti @politstrip @JoeBiden He never said any of that though.

This is why lefties hate it when President Trump tweets:

Because it makes it harder for you to lie and twist his words and get away with it.

PS, oh racist lefty:
Minorities live in suburbs &amp; care about property values too!

#TRUMP2020 https://t.co/llFtStZBKa",,on ce Black AT Win fa ie if oe
Vaccine,covidvaccine,1293971697822060288,./data_Vaccine/covidvaccine/tweets2/EfUcBxZWkAATggh.jpg,./annotation_data/Vaccine/EfUcBxZWkAATggh.jpg,"Now Testing a COVID-19 Vaccine. Volunteer at https://t.co/Ryut8wXCDy

#Covid_19 #CovidVaccine #research #cnshealthcare https://t.co/9oTKejMSXf",,Sat ara nid Na SUPPORT RESEARCH
Boomer,karen,1290705752445931522,./data_Boomer/karen/tweets1/EemCCpeXsAAq6Kq.png,,I want to speak to the manager pls | https://t.co/Vv8dgdaNru #memes #karen https://t.co/MaZzpH3d2R,,at store will never buy stuff here again The Employee who works there ANYWAY
Vaccine,scamdemic2020,1292896986694389760,./data_Vaccine/scamdemic2020/tweets2/EfFK9PhXsAERFSI.jpg,./annotation_data/Vaccine/EfFK9PhXsAERFSI.jpg,"Wow, this #scamdemic2020 is so deadly this poor kid died 3 times in 3 different countries. 
#Covid_19 really is a bitch.🤔 https://t.co/oyJKnG1vlz",,Ey Part CHILD IN OF CORONA VIRUS in dye age DE
Mask,WearAMask,1295081952098299905,./data_Mask/WearAMask/tweets3/EfkOKKDWAAEZO25.jpg,,"Hope everyone is doing well, enjoying this beautiful day trying to make a cpl 
$$$ 
Stay safe fam #WearAMask if not for you for those you love. 
Have a good one 👋👋👋 https://t.co/WUf2csQba1",,TODAY IS
Political,Trump2020,1290075349032644608,./data_Political/Trump2020/tweets1/EedEsRsXYAcarjj.jpg,,@JoeBiden I’m voting for #Trump2020 #VoteRedToSaveAmerica https://t.co/rtzqw9uzNL,,are out of control No control am just control
Political,maga,1292167224606818310,./data_Political/maga/tweets2/Ee6zPIeWkAAmyup.jpg,,Big shout out to the door knockers in region 10! Thank you!! #MAGA #LeadRight #TeamPA https://t.co/oqHUtneaC5,,ah He at ey me ae St TRUNK St oe ey oe If ease cee Me ae ie
Immigration,americafirst,1289629794712207360,./data_Immigration/americafirst/tweets1/EeWvcwvXoAA_v6g.jpg,./annotation_data/Immigration/EeWvcwvXoAA_v6g.jpg,"Let's make America better together, unite to make the best, one and cohesive, America needs to get better, join Mohammad Mehdi Mohammadizadeh in making America better !
#MohammadiZadehForPresident 
#YesWeCanAgain , #TogetherWeCan 
#ForThePeople , #AmericaFirst , @RealMFUS https://t.co/fhoX1JvjLT",,CUE ie em AL yan
Vaccine,CoronavirusVaccine,1299599617919574019,./data_Vaccine/CoronavirusVaccine/tweets5/Egka8_RUwAESqNI.jpg,./annotation_data/Vaccine/Egka8_RUwAESqNI.jpg,"𝙏𝙝𝙚 #𝙖𝙣𝙩𝙞𝙫𝙞𝙧𝙖𝙡 𝙙𝙧𝙪𝙜 𝙞𝙣𝙩𝙚𝙧𝙛𝙚𝙧𝙚𝙨 𝙬𝙞𝙩𝙝 𝙩𝙝𝙚 𝙫𝙞𝙧𝙪𝙨'𝙨 𝙖𝙗𝙞𝙡𝙞𝙩𝙮 𝙩𝙤 𝙧𝙚𝙥𝙡𝙞𝙘𝙖𝙩𝙚

#COVIDー19 #CoronavirusVaccine https://t.co/9lbZ9e3Wdu",,No PULSE UPDATE Ean we Na as Pause Pa An antiviral drug used for cess against
Immigration,refugees,1290597309336756224,./data_Immigration/refugees/tweets1/EekeQH-WkAUDTkH.png,./annotation_data/Immigration/EekeQH-WkAUDTkH.png,Refugees are not burdens but people who flee for their lives. Bringing #Refugees issues to the forefront in #Canada and around the world help to further educate people that refugees don’t just wake up on a beautiful morning and decide to leave their homes. #IAmAnAdvocate #GMATalk https://t.co/nDiLi72MN6,,ar oe wa ar ae can es ne ae anon Cee LOOT Southern by aN
Vaccine,CoronavirusVaccine,1293227715399528453,./data_Vaccine/CoronavirusVaccine/tweets2/EfJ3wIVU8AADH8Z.jpg,./annotation_data/Vaccine/EfJ3wIVU8AADH8Z.jpg,"ਰੂਸ ਨੇ ਬਣਾਈ ਕਰੋਨਾ ਦੀ ਦਵਾਈ  The first vaccine is out!! Fingers crossed 🤞 that this will work just fine and many others will follow soon.
#RussianVaccine #coronavirus #CoronavirusVaccine #CovidVaccine #COVIDー19 https://t.co/p4Wio5p8GY",,ae tile Ai
Political,Trump2020,1295508450982662152,./data_Political/Trump2020/tweets3/EfqSEcyXkAAupo0.jpg,,"“One second, let me find my vote for trump.. it should be somewhere here.. “hahahahaha #Trump2020 #DivorceTrump https://t.co/PEWV1RMgmO",,es ae sow
Mask,facemask,1299120267709603845,./data_Mask/facemask/tweets4/Egdm_iVXkAASKcv.jpg,,Silk Face Mask. Fashion Meets Safety. Comfortable &amp; Lightweight. Get your's today! https://t.co/xectLIQQ3M #SilkFaceMask #FaceMask #FaceCovering #Fashion https://t.co/7Qcpfv4H4X,,Se pit as ma fail
Boomer,karen,1296214884607123457,./data_Boomer/karen/tweets3/Ef0UkJuU4AAc5IN.jpg,,Can we just start calling him president #Karen ? https://t.co/MWfuNJ1oJF,,oe an he FRIEND
Political,Trump2020,1298451520199864320,./data_Political/Trump2020/tweets4/EgUGxsGXYAc_cpt.jpg,,"@EricTrump @CNN Be a bit more humble, boy. Some of us might end up on your jury.
#RNCConvention2020 #LetHerSpeak #RNChaos #RepublicanConvention #RNC #TrumpChaos #Trump2020 #TrumpCrimeFamily #TrumpIsACompleteFailure https://t.co/f5a12SQrTD",,Ce Ce Ge Ce Ce Se Ce fe Ce Ce Se PLEASE VOTE FOR MY DADDY OR WE GOING TO JAIL MAN
Political,maga,1295487120052756485,./data_Political/maga/tweets3/Efp-jAhWsAUdR0l.jpg,,".@Millie__Weaver is FREE

GoFundMe organizer @EzraLevant explains arrest of independent journalist, and shares the good news on today's livestream as it happened!

WATCH: https://t.co/xsIV6J2K7A

#MAGA #tcot #Trump https://t.co/JVee6uDzqC",,CAM
Boomer,trumpliesamericansdie,1300151470558330885,./data_Boomer/trumpliesamericansdie/tweets5/EgsQ3yoVkAEAtOv.jpg,,"Shut The Fuck Up you lying piece of shit!! #TrumpLiesAmericansDie 
#TraitorTrump https://t.co/6m5Bn48SPb https://t.co/IpCSzFFob2",,HE NOT BURNING if aT AM in
AsianHate,chinesevirus,1293518824986292226,./data_AsianHate/chinesevirus/tweets2/EfOAD7dXoAE34bg.jpg,,"@ChineseMuslima NEVER EVER believe the #CCPPropaganda about occupied #Tibet, #EastTurkistan (Xinjiang), #HongKonger or #Taiwan, we're legitimate national liberation movement, we'll resist untill taildown imperialism #CCP #China https://t.co/JqCriVTsDU  #FreeTibet #FreeHK #XiJinping #ChineseVirus https://t.co/w8EH7Et3YJ",,te in The is Terrorist te GID Ne tact ie Fad ae Li
AsianHate,ChinaVirus,1292826420247396354,./data_AsianHate/ChinaVirus/tweets2/EfEKxylX0AE-AnW.jpg,,"@RepAdamSchiff Why hasn't a single #DoNothingDemocrat even attempted to hold China accountable for unleashing so much death on the world?🤔 Its disgusting how they politicized the #ChinaVirus to smear Trump. 
#WalkAway https://t.co/8Dghri4LQa",,se he el Pate CHINA LIED PEOPLE DI
Vaccine,CoronavirusVaccine,1293121333958545408,./data_Vaccine/CoronavirusVaccine/tweets2/EfIW_reU0AACq9Y.jpg,./annotation_data/Vaccine/EfIW_reU0AACq9Y.jpg,"Russia to launch world’s first #CoronavirusVaccine 

Coronavirus rn: https://t.co/ecNF8zoSmV",,Se Main Chalta Hoon
Immigration,cdnpoli,1293274990221987840,./data_Immigration/cdnpoli/tweets2/EfFT5vxXYAYFPl7.jpg,./annotation_data/Immigration/EfFT5vxXYAYFPl7.jpg,"Opinion: What Canada still fails to understand about China #cdnpoli 

https://t.co/3fs4Q4nYLL https://t.co/oqOXHm7Npb",,aN
Vaccine,CoronavirusVaccine,1293120958060851200,./data_Vaccine/CoronavirusVaccine/tweets2/EfIWqDHUMAAWYSN.jpg,./annotation_data/Vaccine/EfIWqDHUMAAWYSN.jpg,"After Corono viruse vaccine developed by Russia

Whole world to Putin :
#CoronavirusVaccine https://t.co/hpEEBlLrcI",,
Boomer,trumpliesamericansdie,1295910039853694977,./data_Boomer/trumpliesamericansdie/tweets3/Efv_UB_XsAI0dJU.jpg,,"@realDonaldTrump Let’s talk about deaths Donnie boy! 
#TrumpVirus #TrumpLiesAmericansDie https://t.co/n8YHTGJKvZ",,Me
Mask,WearAMask,1294561988429991937,./data_Mask/WearAMask/tweets3/Efc1OylWsAAm_qt.jpg,,Here we go again! Danish PM Mette Frederiksen announces that masks will become a requirement 24/7 in public transportation! 👏😷 #finally #wearamask #dkpol https://t.co/qnfTW5iB3B,,ae aS ne sell EN IDE IDE TiL OM ST sen holder is transport Al
Mask,maskup,1299753731404320768,./data_Mask/maskup/tweets5/EgmnIXNX0AA1QMi.jpg,,"3 DAYS LEFT TO CLAIM YOUR MASK! 

Now is the time to step off the sidelines and join the team to elect more women. Become a member today to claim your ELECT WOMEN mask. #MaskUp #MatriotsOhio #ELECTWOMEN 

Join now: https://t.co/Wr2z8YSeLA https://t.co/09Y27iShsO",,Join today to receive your ELECT mask ae poe Ne wo
Boomer,trumpliesamericansdie,1290303758908309504,./data_Boomer/trumpliesamericansdie/tweets1/EegUbbRUYAEDxAq.jpg,,The only true #news #reporter at #FoxNews is #ChrisWallace ❤️🇺🇸 And he is warming his #trump audience that #TrumpFailedAmerica and #TrumpLiesAmericansDie #TrumpIsANationalDisgrace and his lies threaten our #democracy 🇺🇸 #VoteBlueToSaveAmerica2020 https://t.co/6oATdDlLWl,,BELIEVE PRESIDENT TRUMP IS ENGAGED IN ey THE MOST DIRECT SUSTAINED ASSAULT ON FREEDOM OF THE PRESS IN OUR tH HISTORY
AsianHate,ChinaVirus,1290653512175681536,./data_AsianHate/ChinaVirus/tweets1/EelSh2TWAAcnyLf.jpg,,"#Chinavirus #deliberate #murder #worldwidedestruction 
#Industriesdecimated
and Gavin ( Nuisance ) Newsom, Gov.of #Californication, is buy PPE from CHINA. 
The political criminals below https://t.co/Jqq7gQk68H",,aa CA MI
Vaccine,CoronavirusVaccine,1298678871441645568,./data_Vaccine/CoronavirusVaccine/tweets4/EgXVbDzUEAEf_O5.jpg,./annotation_data/Vaccine/EgXVbDzUEAEf_O5.jpg,"Whatever mask you wear, just be sure to wear one. Stay safe! 😷 Chelsea #inmygardenmyrulesare Real Americans U.S. Election #COVID__19 #CoronavirusVaccine #COVID19KE  #CoronavirusPandemic #covidmillionaires 
Tell me on&gt;&gt;https://t.co/Y5LUIjNfvN https://t.co/WtE9fXOz4y",,WHICH PERSONALITY ARE YOU OS La al The Basic One The One The Outgoing One GO The One The Forgetful One The One
AsianHate,ChinaVirus,1295848694063890432,./data_AsianHate/ChinaVirus/tweets3/EfvHCCEVAAAmsQY.jpg,,"🇨🇳🇨🇳🇨🇳

China's PLA soldiers start crying when told the USA and allies will push back against CCP expansionism.
.
#CCPChina #CCP_is_terrorist #CCPVirus #CCPLiedPeopleDied #PLA #ChinaVirus https://t.co/D5o6RYc4LY",,BUT TOLD THE ENEMY WOULDNT FIGHT BACK se Ne
Boomer,trumpliesamericansdie,1297034845424693248,./data_Boomer/trumpliesamericansdie/tweets4/Ef_-NSfXgAASiJ-.jpg,,"@brett_mcgurk #TraitorTrump does not  #ProtectOurTroops or #Americans at large from external or internal enemies within 

#TrumpLiesAmericansDie
#EnoughIsEnough
#TimeToGo 

#BidenHarris2020 
#ForThePeople https://t.co/wsPq1lnodb",,TIME
Mask,WearAMask,1297802531490402305,./data_Mask/WearAMask/tweets4/EgK4hKiXYAU6ZOR.jpg,,"It takes all of us doing our part to keep everyone safe and healthy. So, please wear a mask.

A friendly PSA from https://t.co/05CZ3xFL8N.

#FFP2mask #FFP3mask #respirator #medicalmask #covid19prevention #CoVid19mask #masksupplier #wearamask #wearamasksavealife #covid19safety https://t.co/ODLJ5RT7oK",,Youve got Wear mask or wear ventilator Think Act
AsianHate,ChinaVirus,1298067760895930368,./data_AsianHate/ChinaVirus/tweets4/EgOpurLWkAAZIQB.jpg,,Stop trying to make #ChinaVirus happen you incompetent boob. @realDonaldTrump #RepublicanNationalConvention https://t.co/rStkB1giFB,,STOP TRYING ar HAPPEN
Political,maga,1295017400396443649,./data_Political/maga/tweets3/EfjTaIhWkAE1rQz.jpg,,"@GOP President Trump represents the true values of American citizens.
@POTUS @realDonaldTrump 
#MAGA 
#AmericaFirst https://t.co/Q5StQWr6zg",,MAKE FIRST AGAIN teeny
Political,Trump2020,1298438187010994177,./data_Political/Trump2020/tweets4/EgT6pggWsAAa6xF.jpg,,Grandmas for #Trump2020 https://t.co/v0sXALlaXW,,ye at ae Ni MAKE AM ERIC wa GREAT TRUMP PENCE MAKE AT en er
AsianHate,chinesevirus,1298591663565217793,./data_AsianHate/chinesevirus/tweets4/EgWENTmXsAArf9i.jpg,,"One of top #CCP bandits Wang Yi ,started a political tour in Western Europe.  European leaders should ask directly  about #uyghurs  , #ChineseVirus  ,streilization of #Uyghur  women, #HongKong 's current situation and #Tibet . There is no need to listen to the lies of the #CCP. https://t.co/0OOQHQwisA",,STATE COUNCILOR WANG YIS VISIT Pat Crake Important political and economic agenda global eu Eat ie Sea
Political,Trump2020,1290065876532658176,./data_Political/Trump2020/tweets1/Eec8E-DUYAAXMEW.jpg,,"Like a true slacker, cramming the night before the big test.

Not realizing that Election is only 20% of your grade. #trump2020 #itsoveralready https://t.co/kKqTWoxy7S",,eh Trump Emergency to Office Top Renomination to be in MEDIA August reset iT oe
Vaccine,CoronavirusVaccine,1293158421655457792,./data_Vaccine/CoronavirusVaccine/tweets2/EfI4sG1U4AI-BLh.jpg,./annotation_data/Vaccine/EfI4sG1U4AI-BLh.jpg,"Russia President Vladimir Putin's Daughter Is First To Get Corona Vaccine 👇
https://t.co/xTvm7R1eHC

#RussianVaccine #Russia #Putin  #CoronavirusVaccine #COVID19 #vaccines #russiavaccine #CoronavirusIndia #CoronaVirusUpdates https://t.co/Ui1wvH4Tpx",,aN en Say
AsianHate,CCPVirus,1296047862082490368,./data_AsianHate/CCPVirus/tweets3/Efx8o7bX0AIkVmu.jpg,,"@DrTedros @WHO @DrTedros , you are the primary reason why this #CCPVirus spread globally &amp; being a puppet of #CCPLiedPeopleDied. Stop your misleading #CCP narratives &amp; resign as petitioned by +1million people. 

@POTUS @SecPompeo @FoxNews @TrumpSupporter_ @DonaldJTrumpJr @MOFA_Taiwan https://t.co/Q64s3fRjwI",,Petition United Call for the Call for the resignation of WHO Director General This petition had Yip this petition to United On
Immigration,refugees,1291379977133232128,./data_Immigration/refugees/tweets1/EevnLS4UEAA0Aap.jpg,./annotation_data/Immigration/EevnLS4UEAA0Aap.jpg,"I have a special affection for #Spain, Latin America, #Guatemala, #Honduras, El Salvador &amp; Mexico, &amp; I know you suffer. But it's hypocritical of me as an Aussie, not to say the CRIMES #auspol is guilty of! #australia is guilty of torturing/murdering #Aboriginal people &amp; #refugees https://t.co/vUwhskxnDf",,People can find way to justify ANY action no matter how evil
Political,trumpvirus,1290816810678272000,./data_Political/trumpvirus/tweets1/EennDC_UEAA_paO.jpg,,"@realDonaldTrump Because of Trump and GOP’s weak leadership NORTH KOREA has now miniaturized NUCLEAR WARHEADS for delivery on BALLISTIC MISSILES!
UNBELIEVABLE poor governing is likely to get more Americans killed than #TrumpVirusCatastrophe #PutinsPuppet #GOP #TrumpVirus #TrumpVirusDeathToll156K https://t.co/jo7yoDWKWG",,ad aN
Immigration,immigration,1298971869966512128,./data_Immigration/immigration/tweets4/EgbgBnAU8AApIvb.jpg,./annotation_data/Immigration/EgbgBnAU8AApIvb.jpg,"Are you planning to study in AUSTRALIA. Get online counseling from our expert
Please call us or whatsapp us on our helpline numbers
98883-24488, 73409-83789, +1(438)503-7107

#immigration #visa #canada #ielts #usa #studyabroad #immigrants #immigrationlawyer #australia #n #travel https://t.co/AqQAMAzoSp",,Are you to Study in why IMMIGRATION Get From Now RAY us
Boomer,trumpliesamericansdie,1293963644653514753,./data_Boomer/trumpliesamericansdie/tweets2/EfUVEHuXsAAafa9.jpg,,"@realDonaldTrump It sounds as if the couch is already infected with #Covid_19 virus, just as much as he is infected with the racist #MAGA @realDonaldTrump virus

#TrumpLiesAmericansDie #VoteBlueToSaveAmerica 

https://t.co/WC5xmh40iA https://t.co/6jgahFs2tM",,THE REAL VIRUS vas eon THREATENING
Immigration,refugees,1293178935438712833,./data_Immigration/refugees/tweets2/EfJLYzYUMAAD2PN.jpg,./annotation_data/Immigration/EfJLYzYUMAAD2PN.jpg,"Your enemy is not the refugee.
Your enemy is the politicians who make people refugees ... #Refugees #RefugeesWelcome #StandWithRefugees #Solidarity https://t.co/1AiKkVmW7O",,Your enemy is not the refugee Your enemy are the who make the as
Boomer,trumpliesamericansdie,1298774811695513606,./data_Boomer/trumpliesamericansdie/tweets4/EgYszvtXYAcK_zK.jpg,,"@realDonaldTrump 
@VP 
Your incompetent response to COVID-19 Pandemic is killing Americans. #TrumpVirus
▪︎OVER 5.8 MILLION CASES
▪︎OVER 179,000 DEATHS
▪︎OVER 55 MILLION UNEMPLOYED
#TrumpIsACompleteFailure
#TrumpLiesAmericansDie https://t.co/p0sXfR1H4S",,
Political,Trump2020,1291001807511195650,./data_Political/Trump2020/tweets1/EeqPGNrXkAM5aRx.jpg,,"@ScottAdamsSays Sorry, but nope: Donald Biden is more smarter. 😄 #MAGA #Trump2020 https://t.co/A3U6BTbGI7",,WHITE GUY WITH HAIRCUT WON ae Po id My rebel
Political,maga,1292934239021936657,./data_Political/maga/tweets2/EfFsqcrWkAIq4oV.jpg,,"Draft dodger, Russian bounties on American soldiers.  Worst President ever. @potus @realDonaldTrump #maga https://t.co/gReqOBKK8p",,if iF as oF Ge LAY ey Re TIME DRAFT DODGER
AsianHate,ChinaVirus,1292368297715855360,./data_AsianHate/ChinaVirus/tweets2/Ee9qHWSUMAAkPEM.jpg,,"@bhatnagar76 #FakeNews lol 🤣 &amp; btw YOU HAVE THE #chinavirus #coronavirus 

#SaturdayNight RT https://t.co/nwPqgWVo4A",,rect
